index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
7450,"Railway Colony, Santacruz West, Mumbai",Ready to move,Semi Furnished,1100,1032.468356,1,14,1,45000000,45000000,7,40910,3,3
2724,"Rajshree Status, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Semi Furnished,575,500,1,5,0,14000000,140000,16,24350,1,1
5561,"Royal Palms Ruby Isle, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,545,400,1,10,2,4800000,96000,20,8810,1,1
3202,"PRIME SOCIETY, Hanuman Chowk, Mulund East, Mumbai",Ready to move,Semi Furnished,560,449.3314487,1,12,1,12000000,12000000,7,21430,1,2
5378,"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,650,452,2,10,0,9800000,98000,23,15080,1,1
3409,"Lodha evoq, Indira Nagar, Chembur, Mumbai",Ready to move,Unfurnished,3240,1516.033794,4,5,3,91000000,91000000,40,28090,4,4
6603,"Shree Parasnath Jay Vijay Nagari No 2, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,840,600,2,8,2,3900000,78000,9,4640,2,2
6317,"Ganga Jyoti, Bangur Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,775,630,2,25,1,16500000,39744.31778,4,21290,2,2
4608,"Sanskriti buliding, Saraf Chaudhary Nagar, Kandivali East, Mumbai",Ready to move,Fully Furnished,800,579.7915868,1,15,1,14000000,14000000,8,17500,2,2
5191,"Vrindavan, Yashodham, Goregaon East, Mumbai",Ready to move,Unfurnished,1000,713,2,1,2,21000000,210000,17,21000,2,2
4382,"Shree Raj Enclave, Queen's Park, Mira Road East, Mumbai",Ready to move,Unfurnished,700,449.1325961,2,10,2,7500000,41098.43096,7,10710,2,2
5136,"Neha Annexe, Sadan Wadi, Bhandup West, Mumbai",Ready to move,Semi Furnished,530,396,2,15,1,9500000,100000,7,17920,1,1
2102,"Kandarpada, Dahisar West, Mumbai",Ready to move,Semi Furnished,610,510.9698043,2,12,1,11800000,11800000,12,19340,1,2
2718,"Ideal Tower, Bharti Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,630,444.2757725,1,9,1,7200000,140000,16,11430,1,1
4769,"Atul Samarth Blue Mountains, Yashodham, Malad East, Mumbai",Ready to move,Unfurnished,1435,1063,2,8,1,26500000,250000,20,18470,3,3
5516,"Sunteck West World, Naigaon East, Mumbai",Ready to move,Unfurnished,547,392,1,5,1,3400000,68000,22,6210,1,1
5560,"I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,610,460.0129842,1,25,1,11200000,11200000,7,18360,1,2
9156,"Lords Apartment, Industrial Area, Bhandup West, Mumbai",Ready to move,Unfurnished,950,640,2,4,1,12800000,130000,18,13470,2,2
8098,"Airport Area, Juhu, Mumbai",Ready to move,Fully Furnished,1900,1881.960635,1,35,1,80000000,80000000,7,42100,3,3
8488,"S Raheja Z 16 Phase I, Bandra West, Mumbai",Ready to move,Fully Furnished,2000,1261,3,5,2,82000000,820000,18,41000,3,3
3115,"Mahavir Heights, Global City, Virar West, Mumbai",Ready to move,Unfurnished,400,300,1,8,0,2900000,60466.80339,8,7250,1,1
7471,"Nahar Yarrow Yucca Vinca, Sainath Nagar, Powai, Mumbai",Ready to move,Unfurnished,1500,950,2,5,2,30500000,300000,20,20330,3,3
1044,"Lodha World Crest, Lower Parel, Mumbai",Ready to move,Semi Furnished,2700,2200,4,3,2,135000000,1350000,65,50000,3,3
7868,"Vishnu Nagar, Palghar, Mumbai",Ready to move,Semi Furnished,3361,1186.278714,2,2,2,15000000,15000000,7.622198828,4460,3,3
8029,"Ashford Royale, Valmik Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,1775,1367,2,1,2,41000000,330000,38,23100,3,3
4865,"Dindoshi, Malad East, Mumbai",Ready to move,Unfurnished,1100,1000,2,15,1,26000000,260000,7,23640,3,3
7629,"Diamond 1, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1278,783.505035,3,14,2,8500000,79937.95032,12,6650,3,3
549,"Unique Ivana, Kashimira, Mira Road East, Mumbai",Ready to move,Semi Furnished,740,390,2,1,1,6950000,0,16,9390,1,1
6868,"Runwal Greens, Industrial Area, Bhandup West, Mumbai",Ready to move,Fully Furnished,1260,732,2,6,2,19000000,190000,36,15080,2,2
6425,"Ronit Residency, Dindoshi, Malad East, Mumbai",Ready to move,Unfurnished,812,618.4200351,1,5,1,18500000,18500000,12,22780,2,2
1212,"Shilpriya Silicon Enclave, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,600,495,2,2,1,13000000,130000,12,21670,1,1
1420,"Ajmera Greenfinity, Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,460,341,1,1,1,11500000,110000,22,25000,1,1
4321,"K Raheja Vistas, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1100,750,2,5,1,22500000,230000,20,20450,2,2
1148,"Rizvi Cedar in Malad East, Triveni Nagar, Malad East, Mumbai",Ready to move,Unfurnished,696,655.1010155,1,4,1,16500000,16500000,23,23710,2,2
3593,"Supreme Signature, Union Park, Chembur, Mumbai",Ready to move,Unfurnished,3000,2600,4,10,3,100000000,1000000,19,33330,4,4
6122,"godrej hill side colony, Godrej Hillside Colony, Vikhroli West, Mumbai",Ready to move,Fully Furnished,900,702.9932734,3,14,1,21000000,21000000,33,23330,2,2
3620,"Evershine Cosmic, Azad Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1600,1245,3,10,1,30000000,300000,18,18750,4,4
1177,"Prabhav Silver Park, Sarvoday Parshwanath Nagar, Mulund West, Mumbai",Ready to move,Fully Furnished,644,460,1,2,1,11000000,110000,22,17080,1,1
906,"Tricity Natraj, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Unfurnished,780,740,1,1,1,22500000,0,17,28850,2,2
4014,"Lodha Splendora Platino D, Bhayandarpada, Thane West, Mumbai",Ready to move,Unfurnished,900,750,2,5,1,10600000,110000,22,11780,2,2
8962,"Shastri Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,2600,1712.824756,1,12,2,92500000,92500000,28,35580,5,5
2064,"Thakur Vishnu Shivam Tower, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,936,723,2,10,1,25500000,250000,23,27240,2,2
6970,"Bachraj Landmark, Global City, Virar West, Mumbai",Ready to move,Fully Furnished,650,550,2,8,0,6500000,68572.72346,12,10000,2,2
2589,"Atharv Navasamaj, Park Road, Vile Parle East, Mumbai",Ready to move,Unfurnished,848,748,2,1,1,43000000,430000,9,50710,2,2
1013,"Pattathu Pearl Heritage, Netaji Subhash Nagar, Vile Parle East, Mumbai",Ready to move,Unfurnished,838,838,2,1,1,39000000,390000,7,46540,3,3
2152,"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,700,427,2,2,1,9700000,97000,21,13860,1,1
8352,"Ajmera Treon, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1193,994,3,5,1,32000000,320000,42,26820,3,3
6199,"L&T Crescent Bay, Bhoiwada, Parel, Mumbai",Ready to move,Semi Furnished,1100,850,2,8,1,38000000,380000,55,34550,2,2
3479,"Lodha Marquise, Siddharth Nagar, Worli, Mumbai",Ready to move,Semi Furnished,1500,1468,4,5,3,90000000,900000,76,60000,4,4
2759,"Bhayandar East, Mumbai",Ready to move,Semi Furnished,680,463.9087221,2.000000018,12,1,7000000,88585.60783,12,10290,1,1
1276,"Rishabraj Agnel, Rayani Gram, Borivali West, Mumbai",Ready to move,Unfurnished,800,600,2,1,1,16500000,160000,9,20630,2,2
6598,"Kaul Enterprises Heritage City, Sandor, Vasai West, Mumbai",Ready to move,Semi Furnished,1050,753.1497624,3,3,2,9500000,95000,17,9050,2,2
305,"DGS Sheetal Deep, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,572,385,1,2,1,2450000,14281.5567,15,4280,1,1
5918,"K Raheja Maple Leaf, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1250,870,2,5,1,26000000,260000,23,20800,2,2
6081,"Nahar Yarrow Yucca Vinca, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1000,750,2,5,1,20900000,210000,22,20900,2,2
3339,"L And T Emerald Isle, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1713,1613,3,1,1,54500000,0,24,31820,4,4
4170,"Lokhandwala Alica Nagar, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,525,426,1,20,1,9100000,90000,7,17330,1,1
7457,"Udhyam Kunj CHS, Sunder Nagar, Malad West, Mumbai",Ready to move,Unfurnished,1280,861.703625,1,9,1,23800000,23800000,10,18590,3,3
268," Jainam Elysium, Anand Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,888,550,2,3,1,15000000,150000,23,16890,2,2
6468,"Natraj Apartment Mulund, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,981,610.792899,1,18,1,15200000,15200000,7,15490,2,2
2742,"Jp North Elara, Kashimira, Mira Road East, Mumbai",Ready to move,Fully Furnished,320,392.9718906,1.396743588,12,1,6600000,37685.27636,23,20630,1,2
9,"Prestige Jasdan Classic, Byculla East, Byculla, Mumbai",Ready to move,Unfurnished,2271,2271,3,1,2,75000000,0,46,33020,3,3
4648,"lodha splendora cielo, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,1164,980.1931817,1,5,1,12500000,12500000,38,10740,3,3
2907,"Dosti Estates, Antop Hill, Wadala, Mumbai",Ready to move,Semi Furnished,320,320,1,8,1,10000000,0,7,31250,1,1
5275,"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,610,392,1,1,1,3380000,16959.66048,22,5540,1,1
9528,"Batul house, Mumbai Port Trust, Mazgaon, Mumbai",Ready to move,Unfurnished,650,552.5721959,1,5,0,13800000,13800000,22,21230,1,2
5160,"Thakur Mahadev Tower, Asha Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,1650,1250,3,15,1,26000000,260000,14,15760,3,3
5415,"Royal Palms Garden View, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,545,400,1,10,2,5000000,100000,20,9170,1,1
3769,"Anmol Eleganzia Royale, Suresh Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,2200,1570,4,5,2,65000000,650000,14,29550,4,4
35,"MICL Aaradhya Highpark, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,1188,740,2,1,2,13500000,0,30,11360,2,2
5888,"DCPL Vishwadeep Heights, Siddhivinayak Society, Kandivali West, Mumbai",Ready to move,Unfurnished,900,725,2,10,1,25000000,250000,19,27780,2,2
4552,"Surya Nusring, Tagore Road, Santacruz West, Mumbai",Ready to move,Semi Furnished,600,580.8706667,1,20,1,19000000,19000000,6,31670,1,1
8843,"K Raheja Interface Heights, Mindspace, Malad West, Mumbai",Ready to move,Unfurnished,1150,805,2,7,1,23000000,230000,20,20000,2,2
8784,"Shiv Shakti Builders Tower 28, Dhobi Ghat, Malad East, Mumbai",Ready to move,Unfurnished,898,657.2914636,3,1,2,17500000,4357795.329,22,19460,3,3
6374,"best project, Sindhi Society, Chembur, Mumbai",Ready to move,Unfurnished,820,941.6116913,1,3,1,25500000,25500000,22,31100,2,2
8266,"Hiranandani gardens Sommerset, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,3000,2618.937989,2,10,2,150000000,150000000,30,50000,4,2
8232,"Safal Nav Parmanu, Shivneri Nagar, Govandi, Mumbai",Ready to move,Semi Furnished,1650,1500,4,6,2,45000000,392251.5414,16,27270,4,4
5237,"MM Spectra, Chembur Gaothan, Chembur, Mumbai",Ready to move,Semi Furnished,1450,1380,2,5,1,16800000,190000,12,11570,2,2
246,"Rassaz Greens , Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,730,518,2,1,0,6260000,0,20,8570,1,1
6797,"Chheda Heights, Rajiv Gandhi Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,875,720,2,10,2,14800000,150000,20,16910,2,2
2032," Sai Deep Classic Tower, Golani Naka, Vasai East, Mumbai",Ready to move,Unfurnished,575,355,1,2,1,2700000,54000,9,4700,1,1
781,"Kanakia Miami, Mahim, Mumbai",Ready to move,Fully Furnished,1120,850,2,3,2,50000000,500000,24,44640,2,2
4446,"Ashwin Vasant Oscar, Vasant Oscar, Mulund West, Mumbai",Ready to move,Semi Furnished,900,700,2,15,1,18000000,180000,8,20000,2,2
8332,"Karwa The Royal Tusk, Babasaheb Ambedkar Nagar, Dadar West, Mumbai",Ready to move,Fully Furnished,1450,1353,3,5,3,65000000,650000,15,44830,3,3
7743,"Veena Serenity, Everard Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1200,950,3,5,1,25000000,250000,15,20830,3,3
1751,"Sai Om Sai Heights II All Towers, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,595,412,1,2,2,2750000,0,9,4620,1,1
1354,"Hiranandani Regent Hill C D And E Wing, Hiranandani Gardens, Powai, Mumbai",Ready to move,Unfurnished,630,380,2,2,1,16500000,160000,23,26190,1,1
8399,"Kabra Aurum Wing A B C AND D of Unnat Nagar II, Unnat Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,1600,900,3,5,1,28500000,290000,20,17810,3,3
6756,"Raj Exotica, Beverly Park, Mira Road East, Mumbai",Ready to move,Fully Furnished,850,720,2,9,0,9900000,100000,9,11650,2,2
9212,"Golden Corner, Bandra West, Mumbai",Ready to move,Fully Furnished,800,780,2,25,1,37500000,350000,7,46880,2,2
5919,"Dahisar West, Mumbai",Ready to move,Semi Furnished,675,489.9949725,1,11,0,12500000,12500000,7,18520,2,2
6681,"Dotom Isle Tower 2, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,980,746,2,1,1,16100000,168356.189,23,16430,2,2
6944,"Hiranandani Castle Rock C And D Wing, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,800,628,2,5,1,27800000,280000,22,34750,2,2
4161,"K Raheja Vistas, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1550,1200,2,5,3,44700000,450000,20,28870,3,3
2526,"ON REQ, Dadar West, Mumbai",Ready to move,Unfurnished,875,1013.382901,2,3,1,50000000,50000000,22,57140,3,3
8549,"garden court, Dadar West, Mumbai",Ready to move,Unfurnished,1450,1224.071045,1,3,1,45000000,45000000,24,31030,3,3
3535,"Kalpataru Woodsville, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,2320,1118.996396,1,5,1,51800000,51800000,18,22330,4,4
1116,"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,745,459,2,2,1,13000000,130000,41,17450,1,1
7829,"Oberoi Exquisite, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1690,1386.138666,2,8,2,65000000,65000000,50,38460,3,3
6928,"Madhurima CHS Ltd, D.N.Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,670,547.1023744,1,10,0,16000000,16000000,9,23880,2,2
4147,"Kalpataru Crest Wing B Avalon, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,1250,807,2,6,1,19800000,200000,36,15840,2,2
6912,"Chandrakant Dhuru Wadi, Dadar West, Mumbai",Ready to move,Semi Furnished,650,600,2,10,1,30000000,300000,7,46150,2,2
5254,"Naigaon East, Mumbai",Ready to move,Unfurnished,850,303.2030493,2,5,1,2170000,38700.54247,7,2550,1,1
929,"MICL Aaradhya Highpark, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,1020,630,2,1,1,11500000,220000,30,11270,2,2
1576,"Safal Saraswat CHS, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Unfurnished,570,447.8632313,1,3,1,12500000,12500000,15,21930,1,1
8473,"Nutan Annexe, Jawahar Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,1250,1050,3,7,1,27500000,280000,20,22000,3,3
5776,"OHANA, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,650,436.0659274,1,2,1,11900000,11900000,9,18310,1,2
2717,"Ideal Tower, Bharti Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,630,452.7288065,1,9,1,7200000,139978.8655,12,11430,1,1
3839,"Parinee Adney, Lal Bahadur Shastri Nagar, Dahisar West, Mumbai",Ready to move,Unfurnished,850,670,2,5,2,17500000,180000,18,20590,2,2
4638,"Runwal Anthurium, Vardhman Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,900,676,2,5,1,20000000,200000,36,22220,2,2
2896,"Near station, Gokul Township, Virar West, Mumbai",Ready to move,Semi Furnished,450,403.2617131,2,8,0,4300000,80928.30225,4,9550,1,1
9500,"Reyhaan Terraces, Shastri Nagar, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,1130,749.9992942,3,6,1,17000000,17000000,20,15040,2,3
1459,"Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Unfurnished,600,420,2,2,1,10500000,110000,10,17500,1,1
97,"Poddar Spraha Diamond, Swastik Park, Chembur, Mumbai",Ready to move,Unfurnished,550,438,1,1,2,15000000,120000,20,27270,1,1
5885,"I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,688,481.4968669,1,12,1,15000000,15000000,8,21800,2,2
1049,"Rizvi Cedar, Triveni Nagar, Malad East, Mumbai",Ready to move,Semi Furnished,1292,1192,3,1,1,33000000,330000,23,25540,4,4
3091,"Right Aabiel Avenue, Kanchpada, Malad West, Mumbai",Ready to move,Semi Furnished,550,414,2,5,1,10500000,110000,17,19090,1,1
9215,"Runwal Anthurium, Ashok Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1753,1594,3,7,3,60000000,600000,35,34230,4,4
2935,"Marina Enclave M N Phase ll , Kharodi Village, Malad West, Mumbai",Ready to move,Semi Furnished,500,420,1,4,2,11000000,110000,22,22000,1,1
8393,"Lodha New Cuffe Parade Lodha Enchante 41st To 45th Floor, Sion, Mumbai",Ready to move,Semi Furnished,1596,1330,2,5,2,45000000,450000,43,28200,3,3
4139,"Heritage Arunoday Heritage, Usha Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,720,670,2,5,1,16500000,160000,18,22920,2,2
1127,"Gundecha Greens Phase 1, Huzefa Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,585,400,2,1,1,10800000,110000,8,18460,1,1
6086,"Nahar Laurel And Lilac, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,850,650,2,5,1,18500000,0,20,21760,2,2
8397,"Lokhandwala Minerva, Lower Parel, Mumbai",Ready to move,Semi Furnished,2550,1603.489406,1,5,2,95000000,95000000,79,37250,3,2
3651,"Andheri Link Road Opp Infinity Mall, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,2000,1228.402089,1,15,2,40000000,40000000,20,20000,4,4
9270,"Romell Empress, Eksar, Borivali West, Mumbai",Ready to move,Unfurnished,500,400,2,10,1,10500000,110000,18,21000,1,1
2678,"Salangpur Salasar Aangan, Beverly Park, Mira Road East, Mumbai",Ready to move,Unfurnished,650,510,2,12,1,6600000,64169.18999,7,10150,1,1
2327,"Kakad Paradise Phase 2, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,1035,750,2,1,2,11000000,110000,23,10630,2,2
7932,"Rustomjee Pinnacle, Jai Jawan Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,1000,805,3,4,1,20000000,20000000,22,20000,3,3
2300,"Atmaram CHS, Devki Nagar, Borivali West, Mumbai",Ready to move,Unfurnished,724,595.7945358,1,1,1,17000000,17000000,12,23480,2,2
7679,"Raheja Solitaire, Liliya Nagar, Malad West, Mumbai",Ready to move,Unfurnished,1548,1250,3,15,1,36000000,0,12,23250,3,3
2914,"Yojana CHS, Charkop Gaon, Kandivali West, Mumbai",Ready to move,Fully Furnished,756,606,1,10,1,13000000,8882969.421,4,17200,1,1
5219,"Udyan Complex, Marol, Andheri East, Mumbai",Ready to move,Unfurnished,680,450,2,12,1,12000000,120000,11,17650,1,1
7637,"Diamond Garden, Basant Garden, Chembur, Mumbai",Ready to move,Unfurnished,1201,1095,3,10,2,35000000,300000,7,29140,3,3
4260,"Bhoomi Valley, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,700,425,2,10,0,9000000,200000,9,12860,1,1
3485,"Runwal Greens, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,1750,1382,4,5,3,36500000,360000,38,20860,4,4
6883,"JP North Phase 3 Estella, Kashimira, Mira Road East, Mumbai",Ready to move,Fully Furnished,950,678.8486798,4,12,1,12000000,72500.80397,25,12630,2,2
8224,"Runwal green, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,2178,1428.190167,2,8,3,57000000,57000000,38,26170,4,5
8309,"Hanuman Chowk, Mulund East, Mumbai",Ready to move,Semi Furnished,1250,1000,3,20,1,28000000,280000,13,22400,3,3
4604,"Salangpur Salasar Aangan, Beverly Park, Mira Road East, Mumbai",Ready to move,Fully Furnished,695,450,2,9,2,7500000,75000,7,10790,1,1
2224,"Omkar Signet, Kokanipada, Malad East, Mumbai",Ready to move,Unfurnished,584,484,2,1,1,17500000,180000,45,29960,2,2
396,"Ashar Maple, Ghati Pada, Mulund West, Mumbai",Ready to move,Semi Furnished,705,611.7657333,1,1,1,13800000,0,31,19570,2,2
1497,"Casa da baylord , I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,600,400.0105102,1,1,2,10500000,10500000,10,17500,1,2
2108,"Shastri Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,610,683.4820541,1,25,1,21000000,21000000,22,34430,1,2
1301,"Ambesh Tower, Bhayandar East, Mumbai",Ready to move,Unfurnished,1060,769.4835162,1.999667577,2,1,12200000,12200000,16,11510,2,3
5115," Ambrosia Apartment, Kulupwadi, Borivali East, Mumbai",Ready to move,Semi Furnished,1100,1000,3,15,1,35000000,350000,32,31820,3,3
8472,"Mindspace, Malad West, Mumbai",Ready to move,Semi Furnished,1250,1100,3,4,2,38100000,380000,20,30480,3,3
493,"Hiranandani Maple A B and C Wing, Tirandaz, Powai, Mumbai",Ready to move,Unfurnished,600,380,1,3,1,14500000,140000,17,24170,1,1
4892,"Peninsula Celestia Spaces, Abhyudaya Nagar, Parel, Mumbai",Ready to move,Unfurnished,2149,1433,4,1,2,59500000,600000,50,27690,3,3
6498,"Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,775,520,2,15,0,14800000,150000,8,19100,2,2
2264,"Parikh Paradise Grandeur, Y K Nagar, Virar West, Mumbai",Ready to move,Unfurnished,950,694,1,1,0,7400000,79999,21,7790,2,2
1898,"Al RAYYAN, New Nagpada, Byculla, Mumbai",Ready to move,Semi Furnished,645,435.3952923,1,1,0,15000000,15000000,23,23250,1,1
6610,"Neha Heena Presidency, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,1050,700,2,2,1,7900000,0,21,7520,2,2
1453,"Veena Serenity, Lal Dongar, Chembur, Mumbai",Ready to move,Unfurnished,415,413,1,2,2,10500000,1797213.684,25,25290,1,1
